"journal_name","best_quartile","sjr_rank","sjr_index","h_index","citescore","country","oa","publisher"
"Exocytosis and Endocytosis","UNRANKED","","","","","","",""
"Exon Publications","UNRANKED","","","","","","",""
"Exosomes","UNRANKED","","","","","","",""
"Exotic Animal Formulary","UNRANKED","","","","","","",""
"Exotic Pet Behavior","UNRANKED","","","","","","",""
"Exp Aging Res","UNRANKED","","","","","","",""
"Exp Anim","UNRANKED","","","","","","",""
"Exp Appl Acarol","UNRANKED","","","","","","",""
"Exp Astron","UNRANKED","","","","","","",""
"Exp Astron (Dordr)","UNRANKED","","","","","","",""
"Exp Biol Med (Maywood)","UNRANKED","","","","","","",""
"Exp Brain Res","UNRANKED","","","","","","",""
"Exp Cell Res","UNRANKED","","","","","","",""
"Exp Clin Endocrinol Diabetes","UNRANKED","","","","","","",""
"Exp Clin Transplant","UNRANKED","","","","","","",""
"Exp Comput Multiph Flow","UNRANKED","","","","","","",""
"Exp Dermatol","UNRANKED","","","","","","",""
"Exp Econ","UNRANKED","","","","","","",""
"Exp Eye Res","UNRANKED","","","","","","",""
"Exp Fluids","UNRANKED","","","","","","",""
"Exp Gerontol","UNRANKED","","","","","","",""
"Exp Hematol","UNRANKED","","","","","","",""
"Exp Hematol Oncol","UNRANKED","","","","","","",""
"Exp Lung Res","UNRANKED","","","","","","",""
"Exp Mol Med","UNRANKED","","","","","","",""
"Exp Mol Pathol","UNRANKED","","","","","","",""
"Exp Neurobiol","UNRANKED","","","","","","",""
"Exp Neurol","UNRANKED","","","","","","",""
"Exp Parasitol","UNRANKED","","","","","","",""
"Exp Physiol","UNRANKED","","","","","","",""
"Exp Results","UNRANKED","","","","","","",""
"Exp Tech","UNRANKED","","","","","","",""
"Exp Ther Med","UNRANKED","","","","","","",""
"Exp Therm Fluid Sci","UNRANKED","","","","","","",""
"Exp Toxicol Pathol","UNRANKED","","","","","","",""
"Exp Transl Stroke Med","UNRANKED","","","","","","",""
"Exp. anim","UNRANKED","","","","","","",""
"Exp. brain res","UNRANKED","","","","","","",""
"Exp. clin. endocrinol. diabetes","UNRANKED","","","","","","",""
"Exp. clin. psychopharmacol","UNRANKED","","","","","","",""
"Exp. clin. transplant","UNRANKED","","","","","","",""
"Exp. dermatol","UNRANKED","","","","","","",""
"Exp. hematol","UNRANKED","","","","","","",""
"Exp. Hematol. Oncol.","UNRANKED","","","","","","",""
"Exp. mol. med","UNRANKED","","","","","","",""
"Exp. physiol","UNRANKED","","","","","","",""
"Exp. Ther. Med.","UNRANKED","","","","","","",""
"Expedition","UNRANKED","","","","","","",""
"Experientia","UNRANKED","","","","","","",""
"Experimental & molecular medicine","UNRANKED","","","","","","",""
"Experimental & Therapeutic Medicine","UNRANKED","","","","","","",""
"Experimental &amp; Clinical Transplantation: Official Journal of the Middle East Society for Organ Transplantation","UNRANKED","","","","","","",""
"Experimental &amp; Clinical Urology","UNRANKED","","","","","","",""
"Experimental &amp; Therapeutic Medicine","UNRANKED","","","","","","",""
"Experimental aging research","Q2","11073","0.386","55","2.70","United Kingdom","0","Taylor & Francis Inc"
"Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association","UNRANKED","","","","","","",""
"Experimental and Clinical Pharmacology","UNRANKED","","","","","","",""
"Experimental and clinical psychopharmacology","Q2","6137","0.718","99","4.30","United States","0","Amer Psychological Assoc"
"Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation","UNRANKED","","","","","","",""
"Experimental and Molecular Medicine","Q1","448","3.380","104","17.80","South Korea","1","Springernature"
"Experimental and molecular pathology","Q1","5163","0.818","74","7.70","United States","0","Academic Press Inc Elsevier Science"
"Experimental and therapeutic medicine","UNRANKED","","","","","","",""
"Experimental and Сlinical Urology","UNRANKED","","","","","","",""
"Experimental animals","Q2","10912","0.394","49","2.40","Japan","1","Int Press Editing Centre Inc"
"Experimental Approaches of NMR Spectroscopy","UNRANKED","","","","","","",""
"Experimental biology and medicine","Q2","5622","0.771","156","5.30","United States","0","Sage Publications Ltd"
"Experimental Biomedical Research","UNRANKED","","","","","","",""
"Experimental brain research","Q3","6784","0.662","182","3.50","Germany","0","Springer"
"Experimental Cell Research","Q2","3937","0.976","201","7.00","United States","0","Elsevier Inc"
"Experimental dermatology","Q1","4221","0.934","107","7.20","United Kingdom","0","Wiley"
"Experimental Eye Research","Q1","4227","0.933","138","6.10","United States","0","Academic Press Ltd- Elsevier Science Ltd"
"Experimental Film and Artists' Moving Image","UNRANKED","","","","","","",""
"Experimental Gerontology","Q2","4204","0.937","151","6.70","United States","0","Pergamon-Elsevier Science Ltd"
"Experimental Hematology","Q1","2869","1.182","126","5.20","United States","0","Elsevier Science Inc"
"Experimental Hematology &amp; Oncology","UNRANKED","","","","","","",""
"Experimental lung research","Q3","10469","0.420","56","3.40","United Kingdom","0","Taylor & Francis Inc"
"Experimental Models of Multiple Sclerosis","UNRANKED","","","","","","",""
"Experimental Neurobiology","Q2","4936","0.845","27","6.20","South Korea","1","Korean Soc Brain & Neural Science"
"Experimental neurology","Q1","2225","1.380","202","9.10","United States","0","Academic Press Inc Elsevier Science"
"Experimental oncology","UNRANKED","","","","","","",""
"Experimental parasitology","Q2","8824","0.517","82","3.60","United States","0","Academic Press Inc Elsevier Science"
"Experimental Physiology","Q2","6348","0.696","111","4.80","United Kingdom","0","Wiley"
"Expert Nurse","UNRANKED","","","","","","",""
"Expert Opin Biol Ther","UNRANKED","","","","","","",""
"Expert Opin Drug Deliv","UNRANKED","","","","","","",""
"Expert Opin Drug Discov","UNRANKED","","","","","","",""
"Expert Opin Drug Metab Toxicol","UNRANKED","","","","","","",""
"Expert Opin Drug Saf","UNRANKED","","","","","","",""
"Expert Opin Emerg Drugs","UNRANKED","","","","","","",""
"Expert Opin Investig Drugs","UNRANKED","","","","","","",""
"Expert Opin Pharmacother","UNRANKED","","","","","","",""
"Expert Opin Ther Pat","UNRANKED","","","","","","",""
"Expert Opin Ther Targets","UNRANKED","","","","","","",""
"Expert opin. biol. ther. (Online)","UNRANKED","","","","","","",""
"Expert opin. drug deliv. (Online)","UNRANKED","","","","","","",""
"Expert opin. drug discov. (Online)","UNRANKED","","","","","","",""
"Expert opin. investig. drugs","UNRANKED","","","","","","",""
"Expert opin. pharmacother. (Online)","UNRANKED","","","","","","",""
"Expert opin. ther. pat","UNRANKED","","","","","","",""
"Expert opin. ther. targets","UNRANKED","","","","","","",""
"Expert opinion on biological therapy","Q1","3155","1.120","96","8.50","United Kingdom","0","Taylor & Francis Ltd"
"Expert opinion on drug delivery","Q1","3693","1.018","126","12.20","United Kingdom","0","Taylor & Francis Ltd"
"Expert Opinion on Drug Discovery","Q1","2730","1.219","77","10.70","United Kingdom","0","Taylor & Francis Ltd"
"Expert opinion on drug metabolism & toxicology","UNRANKED","","","","","","",""
"Expert opinion on drug metabolism &amp; toxicology (Online)","UNRANKED","","","","","","",""
"Expert opinion on drug safety","Q2","5605","0.773","81","6.10","United Kingdom","0","Taylor & Francis Ltd"
"Expert opinion on emerging drugs","Q1","4547","0.891","52","5.20","United Kingdom","0","Taylor & Francis Ltd"
"Expert opinion on investigational drugs","Q1","2499","1.290","114","9.90","United Kingdom","0","Taylor & Francis Ltd"
"Expert opinion on medical diagnostics","UNRANKED","","","","","","",""
"Expert opinion on pharmacotherapy","Q2","6298","0.702","88","6.10","United Kingdom","0","Taylor & Francis Ltd"
"Expert opinion on therapeutic patents","Q1","2493","1.292","83","11.30","United Kingdom","0","Taylor & Francis Ltd"
"Expert opinion on therapeutic targets","Q1","1790","1.581","101","9.90","United Kingdom","0","Taylor & Francis Ltd"
"Expert Rev Anti Infect Ther","UNRANKED","","","","","","",""
"Expert Rev Anticancer Ther","UNRANKED","","","","","","",""
"Expert Rev Cardiovasc Ther","UNRANKED","","","","","","",""
"Expert Rev Clin Immunol","UNRANKED","","","","","","",""
"Expert Rev Clin Pharmacol","UNRANKED","","","","","","",""
"Expert Rev Endocrinol Metab","UNRANKED","","","","","","",""
"Expert Rev Gastroenterol Hepatol","UNRANKED","","","","","","",""
"Expert Rev Hematol","UNRANKED","","","","","","",""
"Expert Rev Med Devices","UNRANKED","","","","","","",""
"Expert Rev Mol Diagn","UNRANKED","","","","","","",""
"Expert Rev Mol Med","UNRANKED","","","","","","",""
"Expert Rev Neurother","UNRANKED","","","","","","",""
"Expert Rev Pharmacoecon Outcomes Res","UNRANKED","","","","","","",""
"Expert Rev Proteomics","UNRANKED","","","","","","",""
"Expert Rev Respir Med","UNRANKED","","","","","","",""
"Expert Rev Vaccines","UNRANKED","","","","","","",""
"Expert rev. ant. infect. ther","UNRANKED","","","","","","",""
"Expert rev. anticancer ther","UNRANKED","","","","","","",""
"Expert rev. cardiovasc. ther","UNRANKED","","","","","","",""
"Expert rev. clin. immunol","UNRANKED","","","","","","",""
"Expert rev. clin. pharmacol","UNRANKED","","","","","","",""
"Expert rev. hematol","UNRANKED","","","","","","",""
"Expert rev. med. devices","UNRANKED","","","","","","",""
"Expert rev. mol. diagn","UNRANKED","","","","","","",""
"Expert Rev. Ophthalmol.","UNRANKED","","","","","","",""
"Expert rev. pharmacoecon. outcomes res","UNRANKED","","","","","","",""
"Expert Rev. Precis. Med. Drug Dev.","UNRANKED","","","","","","",""
"Expert rev. respir. med","UNRANKED","","","","","","",""
"Expert rev. vaccines (Online)","UNRANKED","","","","","","",""
"Expert review of anti-infective therapy","Q1","2560","1.270","89","9.40","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of anticancer therapy","Q2","4971","0.841","79","5.20","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of cardiovascular therapy","Q2","7696","0.593","58","3.80","United Kingdom","0","Taylor & Francis Inc"
"Expert review of clinical immunology","Q2","3074","1.136","66","8.40","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of clinical pharmacology","Q1","4695","0.871","53","7.00","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of endocrinology & metabolism","UNRANKED","","","","","","",""
"Expert Review of Endocrinology &amp; Metabolism","UNRANKED","","","","","","",""
"Expert review of gastroenterology & hepatology","UNRANKED","","","","","","",""
"Expert review of hematology","Q2","4767","0.865","49","4.60","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of medical devices","Q2","7595","0.600","75","5.50","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of molecular diagnostics","Q1","4404","0.910","85","6.90","United Kingdom","0","Taylor & Francis As"
"Expert review of neurotherapeutics","Q1","3830","0.995","91","7.10","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of ophthalmology","Q3","11316","0.372","28","1.70","United Kingdom","0","Routledge Journals"
"Expert review of pharmacoeconomics & outcomes research","UNRANKED","","","","","","",""
"Expert review of precision medicine and drug development","Q3","12332","0.317","14","3.00","United Kingdom","0","Taylor & Francis Ltd"
"Expert Review of Proteomics","Q2","5335","0.801","66","7.20","United Kingdom","0","Taylor & Francis Ltd"
"Expert review of respiratory medicine","Q1","3797","1.000","51","6.40","United Kingdom","0","Taylor & Francis Ltd"
"Expert Review of Vaccines","Q1","2327","1.346","97","8.00","United Kingdom","0","Taylor & Francis Ltd"
"Expert Reviews in Molecular Medicine","Q2","3451","1.060","88","5.10","United Kingdom","0","Cambridge Univ Press"
"Expert Sys Appl","UNRANKED","","","","","","",""
"Expert syst","UNRANKED","","","","","","",""
"Expert Syst Appl","UNRANKED","","","","","","",""
"Expert systems","Q2","7489","0.607","45","5.90","United Kingdom","0","Wiley"
"Expert Systems with Applications","Q1","1343","1.873","249","12.60","United Kingdom","0","Pergamon-Elsevier Science Ltd"
"Expert. rev. proteom. (Online)","UNRANKED","","","","","","",""
"Expertise at Work","UNRANKED","","","","","","",""
"Explainable, Transparent Autonomous Agents and Multi-Agent Systems","UNRANKED","","","","","","",""
"Explaining Foreign Policy in Post-Colonial Africa","UNRANKED","","","","","","",""
"Explor Econ Hist","UNRANKED","","","","","","",""
"Explor Neuroprotective Ther","UNRANKED","","","","","","",""
"Explor Res Clin Soc Pharm","UNRANKED","","","","","","",""
"Explor Res Hypothesis Med","UNRANKED","","","","","","",""
"Explor. (N. Y.)","UNRANKED","","","","","","",""
"Explorando habilidades requeridas para la Industria 4.0: Un enfoque orientado al trabajador.","UNRANKED","","","","","","",""
"Exploration (Beijing)","UNRANKED","","","","","","",""
"Exploration Geophysics","Q3","13477","0.263","48","1.30","Australia","0","Taylor & Francis Ltd"
"Exploration of Medicine","UNRANKED","","","","","","",""
"Exploration of Targeted Anti-tumor Therapy","UNRANKED","","","","","","",""
"Explorations in Media Ecology","UNRANKED","","","","","","",""
"Exploratory Animal and Medical Research","Q4","16558","0.132","4","0.40","India","1","West Bengal Veterinary Assoc"
"Exploratory research in clinical and social pharmacy","UNRANKED","","","","","","",""
"EXPLORE","UNRANKED","","","","","","",""
"Explore (New York, N.Y.)","UNRANKED","","","","","","",""
"Explore (NY)","UNRANKED","","","","","","",""
"Explore: Jurnal Sistem Informasi dan Telematika (Telekomunikasi Multimedia dan Informatika)","UNRANKED","","","","","","",""
"Exploring Gender at Work","UNRANKED","","","","","","",""
"Exploring Heutagogy in Higher Education","UNRANKED","","","","","","",""
"Exploring Synergies and Trade-offs between Climate Change and the Sustainable Development Goals","UNRANKED","","","","","","",""
"Exploring the Security Landscape: Non-Traditional Security Challenges","UNRANKED","","","","","","",""
"Expo Health","UNRANKED","","","","","","",""
"Expos. Times","UNRANKED","","","","","","",""
"Expository Times","Q3","17373","0.106","8","0.10","United Kingdom","0","Sage Publications Ltd"
"Exposure of humans or animals to SARS CoV","UNRANKED","","","","","","",""
"Exposure to Microbiological Agents in Indoor and Occupational Environments","UNRANKED","","","","","","",""
"Express Polym. Lett.","UNRANKED","","","","","","",""
"Express Polymer Letters","Q2","8486","0.538","83","6.40","Hungary","1","Budapest Univ Technol & Econ"
"ExRNA","UNRANKED","","","","","","",""
"Ext. Abstr. - Int. Conf. Hum.-Comput. Interact. Mob. Devices Serv.: Expand. Horiz. Mob. Interact, MobileHCI","UNRANKED","","","","","","",""
"Extended abstracts on Human factors in computing systems. CHI Conference","UNRANKED","","","","","","",""
"Extinction Rebellion and Climate Change Activism","UNRANKED","","","","","","",""
"Extr Ind Soc","UNRANKED","","","","","","",""
"Extracell Vesicles Circ Nucl Acids","UNRANKED","","","","","","",""
"Extracellular Sugar-Based Biopolymers Matrices","UNRANKED","","","","","","",""
"Extracorporeal Life Support for Adults","UNRANKED","","","","","","",""
"Extrem. Mech. Lett.","UNRANKED","","","","","","",""
"Extreme Events in Nature and Society","UNRANKED","","","","","","",""
"Extreme Mech Lett","UNRANKED","","","","","","",""
"Extreme Mechanics Letters","Q1","2666","1.235","59","7.50","United Kingdom","0","Elsevier"
"Extreme physiology & medicine","UNRANKED","","","","","","",""
"Extremophiles","Q2","6907","0.653","92","5.80","Japan","0","Springer Japan Kk"
"Extremophiles : life under extreme conditions","UNRANKED","","","","","","",""
"Extremophiles (Tokyo, Print)","UNRANKED","","","","","","",""
"Eye","Q1","2891","1.176","113","6.80","United Kingdom","0","Springernature"
"Eye (Basingstoke)","UNRANKED","","","","","","",""
"Eye (Lond)","UNRANKED","","","","","","",""
"Eye (London, England)","UNRANKED","","","","","","",""
"Eye & contact lens","UNRANKED","","","","","","",""
"Eye and brain","Q1","3681","1.020","22","6.50","New Zealand","1","Dove Medical Press Ltd"
"Eye and Vision","UNRANKED","","","","","","",""
"Eye Brain","UNRANKED","","","","","","",""
"Eye Contact Lens","UNRANKED","","","","","","",""
"Eye Rep.","UNRANKED","","","","","","",""
"Eye Vis (Lond)","UNRANKED","","","","","","",""
"Eye, ear, nose & throat monthly","UNRANKED","","","","","","",""
"Ezikov Svyat","UNRANKED","","","","","","",""
"F S Rep","UNRANKED","","","","","","",""
"F S Rev","UNRANKED","","","","","","",""
"F S Sci","UNRANKED","","","","","","",""
"F&#x000fc;hren in die postagile Zukunft","UNRANKED","","","","","","",""
"F&#x000fc;hrung messen","UNRANKED","","","","","","",""
"F&S reports","UNRANKED","","","","","","",""
"F1000 Biol Rep","UNRANKED","","","","","","",""
"F1000 medicine reports","UNRANKED","","","","","","",""
"F1000Prime Rep","UNRANKED","","","","","","",""
"F1000prime reports","UNRANKED","","","","","","",""
"F1000Res","UNRANKED","","","","","","",""
"F1000Research","UNRANKED","","","","","","",""
"Fa yi xue za zhi","UNRANKED","","","","","","",""
"Fabad Journal of Pharmaceutical Sciences","UNRANKED","","","","","","",""
"Fabriksoftware","UNRANKED","","","","","","",""
"Fac Rev","UNRANKED","","","","","","",""
"FAccT - Proc. ACM Conf. Fairness, Account., Transpar.","UNRANKED","","","","","","",""
"FACE","UNRANKED","","","","","","",""
"FACE: Journal of the American Society of Maxillofacial Surgeons","UNRANKED","","","","","","",""
"Facet Theory and the Mapping Sentence","UNRANKED","","","","","","",""
"Facets","Q1","6970","0.647","19","3.80","Canada","1","Canadian Science Publishing"
"Facharzt Allgemeinmedizin","UNRANKED","","","","","","",""
"Facharzt Orthop&#x000e4;die Unfallchirurgie","UNRANKED","","","","","","",""
"Facharztpr&#x000fc;fung Allgemeinmedizin","UNRANKED","","","","","","",""
"Facharztwissen Geburtsmedizin","UNRANKED","","","","","","",""
"Facharztwissen Urologie","UNRANKED","","","","","","",""
"Fachenglisch f&#x000fc;r BioTAs und BTAs","UNRANKED","","","","","","",""
"Facial Plast Surg","UNRANKED","","","","","","",""
"Facial Plast Surg Aesthet Med","UNRANKED","","","","","","",""
"Facial Plast Surg Clin North Am","UNRANKED","","","","","","",""
"Facial plast. surg","UNRANKED","","","","","","",""
"Facial plastic surgery : FPS","UNRANKED","","","","","","",""
"Facial plastic surgery & aesthetic medicine","UNRANKED","","","","","","",""
"Facial plastic surgery clinics of North America","Q1","5758","0.756","38","3.50","United Kingdom","0","W B Saunders Co-Elsevier Inc"
"Facilities","Q1","8340","0.547","52","4.70","United Kingdom","0","Emerald Group Publishing Ltd"
"Facing Global Environmental Change","UNRANKED","","","","","","",""
"Factors Influencing Mammalian Kidney Development: Implications for Health in Adult Life","UNRANKED","","","","","","",""
"Facts Views &amp; Vision in Obgyn","UNRANKED","","","","","","",""
"Facts Views Vis Obgyn","UNRANKED","","","","","","",""
"Facts, views & vision in ObGyn","UNRANKED","","","","","","",""
"Facts, views &amp; vision in ObGyn","UNRANKED","","","","","","",""
"Faculty Reviews","UNRANKED","","","","","","",""
"Fake news and coronavirus: Detecting key players and trends through analysis of Twitter conversations","UNRANKED","","","","","","",""
"Faktor Exacta","UNRANKED","","","","","","",""
"FALASIFA : Jurnal Studi KeIslaman","UNRANKED","","","","","","",""
"Faletehan Health Journal","UNRANKED","","","","","","",""
"Fallacies in Medicine and Health","UNRANKED","","","","","","",""
"Fam Cancer","UNRANKED","","","","","","",""
"Fam Community Health","UNRANKED","","","","","","",""
"Fam Consum Sci Res J","UNRANKED","","","","","","",""
"Fam Court Rev","UNRANKED","","","","","","",""
"Fam J Alex Va","UNRANKED","","","","","","",""
"Fam Med","UNRANKED","","","","","","",""
"Fam Med Community Health","UNRANKED","","","","","","",""
"Fam Pract","UNRANKED","","","","","","",""
"Fam Pract Manag","UNRANKED","","","","","","",""
"Fam Process","UNRANKED","","","","","","",""
"Fam Relat","UNRANKED","","","","","","",""
"Fam Syst Health","UNRANKED","","","","","","",""
"Fam. cancer","UNRANKED","","","","","","",""
"Fam. pract","UNRANKED","","","","","","",""
"Fam. process","UNRANKED","","","","","","",""
"Fam. Relat.","UNRANKED","","","","","","",""
"Fam. syst. health","UNRANKED","","","","","","",""
"Familial cancer","Q2","3636","1.031","65","5.10","Netherlands","0","Springer"
"Families in Society","Q2","11946","0.338","52","1.80","United States","0",""
"Families in Society: Journal of Contemporary Social Services","UNRANKED","","","","","","",""
"Families Relationships and Societies","UNRANKED","","","","","","",""
"Families, Relationships and Societies","Q2","13286","0.272","20","1.50","United Kingdom","0",""
"Families, Sport, Leisure and Social Justice: From Protest to Progress","UNRANKED","","","","","","",""
"Families, systems & health : the journal of collaborative family healthcare","UNRANKED","","","","","","",""
"Families, Systems, &amp; Health","UNRANKED","","","","","","",""
"Family & community health","UNRANKED","","","","","","",""
"Family & Community History","UNRANKED","","","","","","",""
"Family &amp; Community Health","UNRANKED","","","","","","",""
"Family and consumer sciences research journal","Q1","11176","0.380","35","1.70","United States","0",""
"Family Court Review","Q2","13165","0.278","14","1.30","United States","0","Wiley"
"Family Journal","Q2","11397","0.367","41","1.70","United States","0","Sage Publications Inc"
"Family journal (Alexandria, Va.)","UNRANKED","","","","","","",""
"Family Law Quarterly","UNRANKED","","","","","","",""
"Family Medicine","Q2","7442","0.610","71","2.60","United States","1","Soc Teachers Family Medicine"
"Family medicine and community health","Q1","2512","1.286","13","8.40","Ireland","1","Bmj Publishing Group"
"Family medicine and primary care -- open access","UNRANKED","","","","","","",""
"Family Medicine and Primary Care Review","Q4","15369","0.183","10","1.10","Poland","1","Termedia Publishing House Ltd"
"Family practice","Q1","5840","0.747","108","3.00","United Kingdom","1","Oxford Univ Press"
"Family Practice Management","UNRANKED","","","","","","",""
"Family process","Q1","2163","1.401","85","6.30","United Kingdom","0","Wiley"
"Family relations","Q1","5278","0.806","97","2.80","United Kingdom","0","Wiley"
"Fangzhi Xuebao/Journal of Textile Research","UNRANKED","","","","","","",""
"FAO Agricultural Development Economics Technical Studies|2022. (16):xii + 34 pp. 28 ref.","UNRANKED","","","","","","",""
"FAO Fisheries and Aquaculture Report|2021. (1339):vi + 24 pp.","UNRANKED","","","","","","",""
"FAO Food Outlook","UNRANKED","","","","","","",""
"FAO-WFP early warning analysis of acute food insecurity hotspots: October 2020|2020. 29 pp.","UNRANKED","","","","","","",""
"FAPRI-MU Report - Food and Agricultural Policy Research Institute, College of Agriculture, Food and Natural Resources, University of Missouri|2020. (03-20):21 pp.","UNRANKED","","","","","","",""
"FAPRI-MU Report - Food and Agricultural Policy Research Institute, College of Agriculture, Food and Natural Resources, University of Missouri|2020. (05-20):7 pp.","UNRANKED","","","","","","",""
"FAQ Dysphagie","UNRANKED","","","","","","",""
"Far Eastern Affairs","UNRANKED","","","","","","",""
"Faraday Discuss","UNRANKED","","","","","","",""
"Faraday discussions","Q1","4599","0.882","115","6.20","United Kingdom","0","Royal Soc Chemistry"
"Farbe und Lack","UNRANKED","","","","","","",""
"Farm Hosp","UNRANKED","","","","","","",""
"Farmacéuticos Comunitarios","UNRANKED","","","","","","",""
"Farmaceutische pati&#x000eb;ntenzorg","UNRANKED","","","","","","",""
"Farmacevtski Vestnik","UNRANKED","","","","","","",""
"Farmacia","Q2","13695","0.253","30","2.40","Romania","0","Soc Stiinte Farmaceutice Romania"
"Farmacia Hospitalaria","Q3","14180","0.231","25","1.50","Spain","1","Elsevier Science Inc"
"Farmacia hospitalaria : organo oficial de expresion cientifica de la Sociedad Espanola de Farmacia Hospitalaria","UNRANKED","","","","","","",""
"Farmacia Hospitalaria (English Edition)","UNRANKED","","","","","","",""
"Farmacja Polska","UNRANKED","","","","","","",""
"Farmacotherapie in de apotheek","UNRANKED","","","","","","",""
"FarmaJournal","UNRANKED","","","","","","",""
"Farmakoekonomika","UNRANKED","","","","","","",""
"Farmatsevtychnyi zhurnal","UNRANKED","","","","","","",""
"Farmatsiya i Farmakologiya","Q2","15965","0.155","6","1.20","Russian Federation","1",""
"Farmers Weekly","UNRANKED","","","","","","",""
"Farming & Management","UNRANKED","","","","","","",""
"Farming Human Pathogens","UNRANKED","","","","","","",""
"FASEB Bioadv","UNRANKED","","","","","","",""
"FASEB BioAdvances","UNRANKED","","","","","","",""
"FASEB J","UNRANKED","","","","","","",""
"Faseb Journal","Q1","2211","1.386","297","9.80","United States","0","Wiley"
"FASEB journal : official publication of the Federation of American Societies for Experimental Biology","UNRANKED","","","","","","",""
"Fash Text","UNRANKED","","","","","","",""
"Fashion Practice","Q1","12693","0.299","11","1.50","United Kingdom","0",""
"Fashion Style & Popular Culture","UNRANKED","","","","","","",""
"Fashion Theory","UNRANKED","","","","","","",""
"Fatigue : biomedicine, health & behavior","UNRANKED","","","","","","",""
"Fatigue Biomed. Health Behav.","UNRANKED","","","","","","",""
"Fatigue: Biomedicine, Health & Behavior","UNRANKED","","","","","","",""
"Fatigue: Biomedicine, Health &amp; Behavior","UNRANKED","","","","","","",""
"Fatigue: Biomedicine, Health and Behavior","Q1","4505","0.897","20","4.40","United Kingdom","0",""
"Fatores para a Adoção da Teleconsulta no Brasil: Análise na Perspectiva dos Pacientes Durante a Pandemia de COVID-19.","UNRANKED","","","","","","",""
"Fc Receptors","UNRANKED","","","","","","",""
"Fe Dergi","UNRANKED","","","","","","",""
"FEBS j","UNRANKED","","","","","","",""
"FEBS Journal","Q1","1556","1.711","222","10.10","United Kingdom","0","Wiley"
"FEBS lett","UNRANKED","","","","","","",""
"FEBS letters","Q1","2544","1.276","275","7.00","United States","0","Wiley"
"Febs Open Bio","Q2","6861","0.656","41","4.70","United States","1","Wiley"
"Fed Pract","UNRANKED","","","","","","",""
"Fed Regist","UNRANKED","","","","","","",""
"Federal Grants & Contracts","UNRANKED","","","","","","",""
"Federal Grants &amp; Contracts","UNRANKED","","","","","","",""
"Federal Law Review","UNRANKED","","","","","","",""
"Federal Practitioner","UNRANKED","","","","","","",""
"Federal practitioner : for the health care professionals of the VA, DoD, and PHS","UNRANKED","","","","","","",""
"Federal register","UNRANKED","","","","","","",""
"Federal Reserve Bank of St Louis Review","UNRANKED","","","","","","",""
"Federal Sentencing Reporter","UNRANKED","","","","","","",""
"Feed Additives","UNRANKED","","","","","","",""
"Feline Dermatology","UNRANKED","","","","","","",""
"Feline Internal Medicine Secrets","UNRANKED","","","","","","",""
"Feline Soft Tissue and General Surgery","UNRANKED","","","","","","",""
"Fem Leg Stud","UNRANKED","","","","","","",""
"Fem Theory","UNRANKED","","","","","","",""
"FEM: Revista de la Fundación Educación Médica","UNRANKED","","","","","","",""
"Fem. Media Stud.","UNRANKED","","","","","","",""
"Female Celebrities in Contemporary Chinese Society","UNRANKED","","","","","","",""
"Female Pelvic Med Reconstr Surg","UNRANKED","","","","","","",""
"Female pelvic med. reconstr. surg. (Online)","UNRANKED","","","","","","",""
"Female pelvic medicine & reconstructive surgery","UNRANKED","","","","","","",""
"Female Pelvic Medicine and Reconstructive Surgery","Q2","6948","0.650","32","","United States","0",""
"Femina","UNRANKED","","","","","","",""
"Feminism & Psychology","UNRANKED","","","","","","",""
"Feminismo-S","UNRANKED","","","","","","",""
"Feminist Anthropology","UNRANKED","","","","","","",""
"Feminist Criminology","Q1","4939","0.844","41","4.10","United Kingdom","0","Sage Publications Inc"
"Feminist Economics","Q1","1870","1.534","64","5.40","United Kingdom","0","Routledge Journals"
"Feminist Formations","UNRANKED","","","","","","",""
"Feminist Media Histories","Q2","16138","0.147","4","0.50","United States","0","Univ California Press"
"Feminist Media Studies","Q1","5137","0.820","49","3.00","United Kingdom","0","Routledge Journals"
"Feminist New Materialisms, Sport and Fitness","UNRANKED","","","","","","",""
"Feminist Studies","Q2","12377","0.315","42","1.30","United States","0","Feminist Stud Inc"
"Feminist Theology","Q2","16737","0.125","12","0.30","United Kingdom","0","Sage Publications Ltd"
"Feminist Theory","Q1","5187","0.816","48","3.00","United Kingdom","0","Sage Publications Inc"
"FEMS Immunol Med Microbiol","UNRANKED","","","","","","",""
"FEMS Immunology and Medical Microbiology","UNRANKED","","","","","","",""
"FEMS Microbes","UNRANKED","","","","","","",""
"FEMS Microbiol Ecol","UNRANKED","","","","","","",""
"FEMS Microbiol Immunol","UNRANKED","","","","","","",""
"FEMS Microbiol Lett","UNRANKED","","","","","","",""
"FEMS Microbiol Rev","UNRANKED","","","","","","",""
"FEMS microbiol. ecol","UNRANKED","","","","","","",""
"FEMS microbiol. lett","UNRANKED","","","","","","",""
